item,freq
5,122
4,115
7,112
6,112
8,111
9,82
10,59
3,54
11,52
12,36
14,22
13,18
2,18
16,15
15,14
17,13
18,11
20,9
24,5
19,5
21,5
22,4
26,4
23,2
27,2
1,1
29,1
37,1
