item,freq
询问额度,79
询问身份或来意,76
询问公司名称或地址,62
解释省呗,55
客户提意见,54
提交材料,54
是否上征信,53
客服不专业,52
私人信息,42
征信差或无资产,36
询问如何还款,35
询问贷款现金,33
是否真实,33
公司优势,29
询问是否安全,27
合作银行,24
审核时间,23
考虑,20
询问信息来源,19
询问手续费,17
询问联系方式,17
询问贷款速度,17
询问分期,15
询问利率,15
询问客服名字,14
软件怎么下载,14
询问利息,13
是否机器人,12
额度是否循环,11
解释信用贷款,8
解释厘,8
爱国爱党,8
贷款速度快,7
已有贷款,7
询问抵押,6
已在使用,5
信用卡数量限制,5
